ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,Sales Order Number,Sales Order Line Number,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Discount Amount,Product Standard Cost,Total Product Cost,Sales Amount,Tax Amt,Freight,Customer PO Number,Temperature Key,OrderDateKey,ShipDateKey
528,11024,1,100,4,"SO60998",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221229,20230105
528,11049,1,100,4,"SO54129",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220910,20220917
528,11086,1,100,4,"SO73610",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230623,20230630
528,11140,1,100,4,"SO54694",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220920,20220927
528,11159,1,100,4,"SO70285",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230510,20230517
528,11163,1,100,4,"SO63663",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230206,20230213
528,11164,1,100,4,"SO63662",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230206,20230213
528,11169,1,100,4,"SO66984",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230327,20230403
528,11188,1,100,4,"SO69830",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230504,20230511
528,11190,1,100,4,"SO74750",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230719,20230726
528,11210,1,100,4,"SO57566",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221107,20221114
528,11222,1,100,4,"SO71732",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230531,20230607
528,11260,1,100,4,"SO52314",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220809,20220816
528,11273,1,100,4,"SO57992",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221115,20221122
528,11285,1,100,4,"SO62915",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230128,20230204
528,11306,1,100,4,"SO65922",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230310,20230317
528,11310,1,100,4,"SO73833",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230626,20230703
528,11320,1,100,4,"SO64578",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230220,20230227
528,11499,1,100,4,"SO55782",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221008,20221015
528,11504,1,100,4,"SO57406",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221104,20221111
528,11524,1,100,4,"SO65125",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230228,20230307
528,11638,1,100,4,"SO68712",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230421,20230428
528,11655,1,100,4,"SO72159",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230604,20230611
528,11657,1,100,4,"SO58618",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221126,20221203
528,11692,1,100,4,"SO61704",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230108,20230115
528,11694,1,100,4,"SO56050",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221013,20221020
528,11695,1,100,4,"SO55948",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221011,20221018
528,11714,1,100,4,"SO57995",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221115,20221122
528,11715,1,100,4,"SO73986",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230628,20230705
528,11716,1,100,4,"SO59181",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221202,20221209
528,11720,1,100,4,"SO58171",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221118,20221125
528,11733,1,100,4,"SO74465",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230710,20230717
528,11737,1,100,4,"SO62327",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230118,20230125
528,11781,1,100,4,"SO72685",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230611,20230618
528,11783,1,100,4,"SO57823",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221112,20221119
528,11795,1,100,4,"SO61997",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230113,20230120
528,11807,1,100,4,"SO56167",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221015,20221022
528,11849,1,100,4,"SO74580",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230714,20230721
528,11855,1,100,4,"SO56889",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221029,20221105
528,11874,1,100,4,"SO62438",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230120,20230127
528,11887,1,100,4,"SO61000",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221229,20230105
528,11928,1,100,4,"SO59182",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221202,20221209
528,11931,1,100,4,"SO69978",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230506,20230513
528,11950,1,100,4,"SO52916",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220821,20220828
528,11980,1,100,4,"SO71735",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230531,20230607
528,12015,1,100,4,"SO56634",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221024,20221031
528,12029,1,100,4,"SO63467",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230203,20230210
528,12073,1,100,4,"SO53959",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220907,20220914
528,12087,1,100,4,"SO74715",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230718,20230725
528,12095,1,100,4,"SO57341",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221103,20221110
528,12101,1,100,4,"SO59620",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221208,20221215
528,12146,1,100,4,"SO61147",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221231,20230107
528,12197,1,100,4,"SO57621",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221108,20221115
528,12201,1,100,4,"SO59949",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221213,20221220
528,12427,1,100,4,"SO59447",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221206,20221213
528,12927,1,100,4,"SO56888",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221029,20221105
528,12931,1,100,4,"SO62436",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230120,20230127
528,12940,1,100,4,"SO60015",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221214,20221221
528,12960,1,100,4,"SO55786",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221008,20221015
